Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",Include lean proteins,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea","Disease: Chronic cholestasis, Symptoms: Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea, Medication: ['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant'], Diet: ['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']"
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",Limit processed foods,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea","Disease: Chronic cholestasis, Symptoms: Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea, Medication: ['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant'], Diet: ['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']"
Chronic cholestasis,Chronic cholestasis is a condition where bile flow from the liver is reduced for a prolonged period.,"['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant']","['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']",Avoid fried foods,cold baths,anti itch medicine,consult doctor,eat healthy,"Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea","Disease: Chronic cholestasis, Symptoms: Chronic cholestasis, itching,  vomiting,  yellowish_skin,  nausea, Medication: ['Ursodeoxycholic acid', 'Cholestyramine', 'Methotrexate', 'Corticosteroids', 'Liver transplant'], Diet: ['Low-Fat Diet', 'High-Fiber Diet', 'Lean proteins', 'Whole grains', 'Fresh fruits and vegetables']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Discontinue offending medication,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Stay hydrated,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Include anti-inflammatory foods,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Consume antioxidants,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Avoid trigger foods,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Include omega-3 fatty acids,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Limit caffeine and alcohol,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  stomach_pain,  burning_micturition,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Stay hydrated,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  burning_micturition,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Eat a balanced diet,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  stomach_pain,  spotting_ urination, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
Drug Reaction,Drug Reaction occurs when the body reacts adversely to a medication.,"['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream']","['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']",Consult a healthcare professional,stop irritation,consult nearest hospital,stop taking drug,follow up,"Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition","Disease: Drug Reaction, Symptoms: Drug Reaction, itching,  skin_rash,  stomach_pain,  burning_micturition, Medication: ['Antihistamines', 'Epinephrine', 'Corticosteroids', 'Antibiotics', 'Antifungal Cream'], Diet: ['Antihistamine Diet', 'Omega-3-rich foods', 'Vitamin C-rich foods', 'Quercetin-rich foods', 'Probiotics']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Follow a balanced and nutritious diet,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Include lean proteins,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Consume nutrient-rich foods,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Stay hydrated,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Include healthy fats,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  abdominal_pain,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Avoid raw or undercooked foods,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  passage_of_gases","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  passage_of_gases, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Limit sugary foods and beverages,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Consume immune-boosting foods,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
AIDS,AIDS (Acquired Immunodeficiency Syndrome) is a disease caused by HIV that weakens the immune system.,"['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors']","['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']",Take prescribed supplements,avoid open cuts,wear ppe if possible,consult doctor,follow up,"Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain","Disease: AIDS, Symptoms: Peptic ulcer diseae,  vomiting,  indigestion,  loss_of_appetite,  abdominal_pain, Medication: ['Antiretroviral drugs', 'Protease inhibitors', 'Integrase inhibitors', 'Entry inhibitors', 'Fusion inhibitors'], Diet: ['Balanced Diet', 'Protein-rich foods', 'Fruits and vegetables', 'Whole grains', 'Healthy fats']"
