Disease,Description,Medication,Diet,workout,Precaution_1,Precaution_2,Precaution_3,Precaution_4,Symptoms,Information
Cholestocation mãn tính,Cholestocation mãn tính là một tình trạng lưu lượng mật từ gan bị giảm trong một thời gian dài.,"['Axit ursodeoxycholic', 'cholestyramine', 'methotrexate', 'corticosteroid', 'ghép gan']]]]","['Chế độ ăn ít chất béo', 'Chế độ ăn nhiều chất xơ', 'protein nạc', 'ngũ cốc nguyên hạt', 'trái cây và rau quả tươi']]",Bao gồm axit béo omega-3,Tắm lạnh,thuốc chống ngứa,Tham khảo ý kiến ​​bác sĩ,Ăn uống lành mạnh,"Cholestocation mãn tính, ngứa, nôn, vàng_skin, buồn nôn","Bệnh: ứ mật mãn tính, triệu chứng: ứ mật mãn tính, ngứa, nôn, vàng_skin, buồn nôn, thuốc Chế độ ăn kiêng chất béo ',' Chế độ ăn nhiều chất xơ ',' protein nạc ',' ngũ cốc nguyên hạt ',' trái cây và rau quả tươi ']]]"
Cholestocation mãn tính,Cholestocation mãn tính là một tình trạng lưu lượng mật từ gan bị giảm trong một thời gian dài.,"['Axit ursodeoxycholic', 'cholestyramine', 'methotrexate', 'corticosteroid', 'ghép gan']]]]","['Chế độ ăn ít chất béo', 'Chế độ ăn nhiều chất xơ', 'protein nạc', 'ngũ cốc nguyên hạt', 'trái cây và rau quả tươi']]",Bao gồm protein nạc,Tắm lạnh,thuốc chống ngứa,Tham khảo ý kiến ​​bác sĩ,Ăn uống lành mạnh,"Cholestocation mãn tính, ngứa, nôn, vàng_skin, buồn nôn","Bệnh: ứ mật mãn tính, triệu chứng: ứ mật mãn tính, ngứa, nôn, vàng_skin, buồn nôn, thuốc Chế độ ăn kiêng chất béo ',' Chế độ ăn nhiều chất xơ ',' protein nạc ',' ngũ cốc nguyên hạt ',' trái cây và rau quả tươi ']]]"
Cholestocation mãn tính,Cholestocation mãn tính là một tình trạng lưu lượng mật từ gan bị giảm trong một thời gian dài.,"['Axit ursodeoxycholic', 'cholestyramine', 'methotrexate', 'corticosteroid', 'ghép gan']]]]","['Chế độ ăn ít chất béo', 'Chế độ ăn nhiều chất xơ', 'protein nạc', 'ngũ cốc nguyên hạt', 'trái cây và rau quả tươi']]",Hạn chế thực phẩm chế biến,Tắm lạnh,thuốc chống ngứa,Tham khảo ý kiến ​​bác sĩ,Ăn uống lành mạnh,"Cholestocation mãn tính, ngứa, nôn, vàng_skin, buồn nôn","Bệnh: ứ mật mãn tính, triệu chứng: ứ mật mãn tính, ngứa, nôn, vàng_skin, buồn nôn, thuốc Chế độ ăn kiêng chất béo ',' Chế độ ăn nhiều chất xơ ',' protein nạc ',' ngũ cốc nguyên hạt ',' trái cây và rau quả tươi ']]]"
Cholestocation mãn tính,Cholestocation mãn tính là một tình trạng lưu lượng mật từ gan bị giảm trong một thời gian dài.,"['Axit ursodeoxycholic', 'cholestyramine', 'methotrexate', 'corticosteroid', 'ghép gan']]]]","['Chế độ ăn ít chất béo', 'Chế độ ăn nhiều chất xơ', 'protein nạc', 'ngũ cốc nguyên hạt', 'trái cây và rau quả tươi']]",Tránh thực phẩm chiên,Tắm lạnh,thuốc chống ngứa,Tham khảo ý kiến ​​bác sĩ,Ăn uống lành mạnh,"Cholestocation mãn tính, ngứa, nôn, vàng_skin, buồn nôn","Bệnh: ứ mật mãn tính, triệu chứng: ứ mật mãn tính, ngứa, nôn, vàng_skin, buồn nôn, thuốc Chế độ ăn kiêng chất béo ',' Chế độ ăn nhiều chất xơ ',' protein nạc ',' ngũ cốc nguyên hạt ',' trái cây và rau quả tươi ']]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Ngừng thuốc vi phạm,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, skin_rash, dạ dày_pain, burning_micturition","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Itching, Skin_Rash, dạ dày_pain, Burning_micturition, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] , 'Thực phẩm giàu Omega-3', 'Thực phẩm giàu vitamin C', 'Thực phẩm giàu quercetin', 'chế phẩm sinh học']]]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Giữ nước,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, dạ dày_pain, burning_micturition, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Ngứa, dạ dày_Pain, Burning_micturition, Spoting_ Nuication, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Bao gồm thực phẩm chống viêm,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, da_rash, burning_micturition, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Ngứa, Skin_Rash, Burning_Micturition, Spotting_ Nurocation, Thuốc: ['thuốc kháng histamines', 'Epinephrine', 'Corticosteroid', 'Thuốc kháng sinh', 'Kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Tiêu thụ chất chống oxy hóa,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, da_rash, dạ dày_pain, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng thuốc, Ngứa, Skin_Rash, dạ dày_Pain, Spotting_ Nurocation, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroids', 'thuốc kháng sinh', 'kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Tránh kích hoạt thực phẩm,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, skin_rash, dạ dày_pain, burning_micturition","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Itching, Skin_Rash, dạ dày_pain, Burning_micturition, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] , 'Thực phẩm giàu Omega-3', 'Thực phẩm giàu vitamin C', 'Thực phẩm giàu quercetin', 'chế phẩm sinh học']]]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Bao gồm axit béo omega-3,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, skin_rash, dạ dày_pain, burning_micturition, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Skin_Rash, dạ dày_pain, Burning_micturition, Spotting_ Nurocation, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Hạn chế caffeine và rượu,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, dạ dày_pain, burning_micturition, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Ngứa, dạ dày_Pain, Burning_micturition, Spoting_ Nuication, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Giữ nước,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, da_rash, burning_micturition, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Ngứa, Skin_Rash, Burning_Micturition, Spotting_ Nurocation, Thuốc: ['thuốc kháng histamines', 'Epinephrine', 'Corticosteroid', 'Thuốc kháng sinh', 'Kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Ăn một chế độ ăn uống cân bằng,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, da_rash, dạ dày_pain, spotting_ đi tiểu","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng thuốc, Ngứa, Skin_Rash, dạ dày_Pain, Spotting_ Nurocation, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroids', 'thuốc kháng sinh', 'kem chống nấm'] ',' Thực phẩm giàu Omega-3 ',' Thực phẩm giàu vitamin C ',' Thực phẩm giàu quercetin ',' chế phẩm sinh học ']]]]]"
Phản ứng thuốc,Phản ứng thuốc xảy ra khi cơ thể phản ứng xấu với thuốc.,"['Thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'kháng sinh', 'kem chống nấm']]]]]]",.,Tham khảo ý kiến ​​chuyên gia chăm sóc sức khỏe,Ngừng kích thích,Tham khảo ý kiến ​​bệnh viện gần nhất,Ngừng dùng thuốc,Theo dõi,"Phản ứng thuốc, ngứa, skin_rash, dạ dày_pain, burning_micturition","Bệnh: Phản ứng của thuốc, Triệu chứng: Phản ứng của thuốc, Itching, Skin_Rash, dạ dày_pain, Burning_micturition, Thuốc: ['thuốc kháng histamines', 'epinephrine', 'corticosteroid', 'thuốc kháng sinh', 'kem chống nấm'] , 'Thực phẩm giàu Omega-3', 'Thực phẩm giàu vitamin C', 'Thực phẩm giàu quercetin', 'chế phẩm sinh học']]]]]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Thực hiện theo một chế độ ăn uống cân bằng và bổ dưỡng,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét peptic diseae, nôn mửa, mất_of_appetite, bụng_pain, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, mất_of_appetite, bụng_pain, passage_of_gase, thuốc: ['thuốc kháng vi -rút', 'thuốc ức chế protease', 'thuốc ức chế tích hợp', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Bao gồm protein nạc,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét dạ dày, nôn mửa, khó tiêu, bụng_pain, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, khó tiêu, bụng_pain, passage_of_gase, thuốc: ['thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Tiêu thụ thực phẩm giàu chất dinh dưỡng,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét dạ dày, khó tiêu, mất_of_appetite, bụng_pain, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, chứng khó tiêu, mất_of_appetite, bụng_pain, passage_of_gase, thuốc: ['thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế tích hợp', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Giữ nước,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét peptic diseae, nôn mửa, mất_of_appetite, bụng_pain, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, mất_of_appetite, bụng_pain, passage_of_gase, thuốc: ['thuốc kháng vi -rút', 'thuốc ức chế protease', 'thuốc ức chế tích hợp', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Bao gồm chất béo lành mạnh,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét dạ dày, nôn mửa, khó tiêu, bụng_pain, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, khó tiêu, bụng_pain, passage_of_gase, thuốc: ['thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Tránh thực phẩm thô hoặc chưa nấu chín,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét dạ dày, nôn mửa, khó tiêu, mất_of_appetite, passage_of_gase","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, khó tiêu, mất_of_appetite, passage_of_gase, thuốc: ['thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
AIDS,AIDS (Hội chứng gây suy giảm miễn dịch mắc phải) là một bệnh do HIV làm suy yếu hệ thống miễn dịch.,"['Thuốc kháng retrovirus', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'thuốc ức chế nhập cảnh', 'thuốc ức chế tổng hợp']]]]]]","['Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]",Hạn chế thực phẩm và đồ uống có đường,Tránh cắt mở,Mặc PPE nếu có thể,Tham khảo ý kiến ​​bác sĩ,Theo dõi,"Loét dạ dày, nôn mửa, khó tiêu, mất_of_appetite, bụng_pain","Bệnh: AIDS, triệu chứng: loét dạ dày, nôn mửa, khó tiêu, mất_of_appetite, bụng_pain, thuốc: ['thuốc kháng vi -rút', 'thuốc ức chế protease', 'thuốc ức chế integrase', 'ức chế xâm nhập', ' 'Chế độ ăn uống cân bằng', 'Thực phẩm giàu protein', 'Trái cây và rau quả', 'ngũ cốc toàn bộ', 'chất béo lành mạnh']]]"
